"Date
Posted","Bulletin
ID",Bulletin KB,Severity,Impact,Title,Affected Product,Component KB,Affected Component,Impact,Severity,Supersedes,Reboot,CVEs
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista,955069,Microsoft XML Core Services 3.0,Remote Code Execution,Critical,MS07-042[936021],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista x64 Edition,955069,Microsoft XML Core Services 3.0,Remote Code Execution,Critical,MS07-042[936021],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows 2000 Service Pack 4,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows XP Service Pack 2,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows XP Service Pack 3,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows XP Professional x64 Edition,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows XP Professional x64 Edition Service Pack 2,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista Service Pack 1,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista x64 Edition,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista x64 Edition Service Pack 1,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows 2000 Service Pack 4,954459,Microsoft XML Core Services 6.0,Information Disclosure,Important,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows XP Service Pack 2,954459,Microsoft XML Core Services 6.0,Information Disclosure,Important,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows XP Professional x64 Edition,954459,Microsoft XML Core Services 6.0,Information Disclosure,Important,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows XP Professional x64 Edition Service Pack 2,954459,Microsoft XML Core Services 6.0,Information Disclosure,Important,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista,954459,Microsoft XML Core Services 6.0,Information Disclosure,Important,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista x64 Edition,954459,Microsoft XML Core Services 6.0,Information Disclosure,Important,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows XP Service Pack 3,955069,Microsoft XML Core Services 3.0,Remote Code Execution,Critical,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista Service Pack 1,955069,Microsoft XML Core Services 3.0,Remote Code Execution,Critical,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista x64 Edition Service Pack 1,955069,Microsoft XML Core Services 3.0,Remote Code Execution,Critical,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for 32-bit Systems,955069,Microsoft XML Core Services 3.0,Remote Code Execution,Critical,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for x64-based Systems,955069,Microsoft XML Core Services 3.0,Remote Code Execution,Critical,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for Itanium-Based Systems,955069,Microsoft XML Core Services 3.0,Remote Code Execution,Critical,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows XP Service Pack 3,954459,Microsoft XML Core Services 6.0,Information Disclosure,Important,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista Service Pack 1,954459,Microsoft XML Core Services 6.0,Information Disclosure,Important,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista x64 Edition Service Pack 1,954459,Microsoft XML Core Services 6.0,Information Disclosure,Important,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 Service Pack 1,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 Service Pack 2,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 x64 Edition,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 x64 Edition Service Pack 2,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 1,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for 32-bit Systems,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for x64-based Systems,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for Itanium-Based Systems,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,MS07-042[936181],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 Service Pack 1,954459,Microsoft XML Core Services 6.0,Information Disclosure,Low,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 Service Pack 2,954459,Microsoft XML Core Services 6.0,Information Disclosure,Low,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 x64 Edition,954459,Microsoft XML Core Services 6.0,Information Disclosure,Low,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 x64 Edition Service Pack 2,954459,Microsoft XML Core Services 6.0,Information Disclosure,Low,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 1,954459,Microsoft XML Core Services 6.0,Information Disclosure,Low,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2,954459,Microsoft XML Core Services 6.0,Information Disclosure,Low,MS07-042[933579],Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista Service Pack 2,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Vista x64 Edition Service Pack 2,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows 7 for 32-bit Systems,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows 7 for 32-bit Systems Service Pack 1,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows 7 for x64-based Systems,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows 7 for x64-based Systems Service Pack 1,954430,Microsoft XML Core Services 4.0,Information Disclosure,Important,,Maybe,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for 32-bit Systems Service Pack 2,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,,Yes,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for x64-based Systems Service Pack 2,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,,Yes,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for Itanium-Based Systems Service Pack 2,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,,Yes,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 R2 for x64-based Systems,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,,Yes,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 R2 for x64-based Systems Service Pack 1,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,,Yes,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 R2 for Itanium-Based Systems,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,,Yes,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,954430,Microsoft XML Core Services 4.0,Information Disclosure,Low,,Yes,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for 32-bit Systems,954459,Microsoft XML Core Services 6.0,Information Disclosure,Low,,Yes,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for x64-based Systems,954459,Microsoft XML Core Services 6.0,Information Disclosure,Low,,Yes,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Windows Server 2008 for Itanium-Based Systems,954459,Microsoft XML Core Services 6.0,Information Disclosure,Low,,Yes,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Office 2003 Service Pack 3,951535,Microsoft XML Core Services 5.0,Information Disclosure,Important,,No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Word Viewer 2003 Service Pack 3,951535,Microsoft XML Core Services 5.0,Information Disclosure,Important,,No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Office 2007,951550,Microsoft XML Core Services 5.0,Information Disclosure,Important,MS07-042[936960],No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,"Microsoft Office Compatibility Pack for Word, Excel, and PowerPoint 2007 File Formats",951550,Microsoft XML Core Services 5.0,Information Disclosure,Important,MS07-042[936960],No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Expression Web,951550,Microsoft XML Core Services 5.0,Information Disclosure,Important,MS07-042[936960],No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Office 2007 Service Pack 1,951550,Microsoft XML Core Services 5.0,Information Disclosure,Important,,No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,"Microsoft Office Compatibility Pack for Word, Excel, and PowerPoint 2007 File Formats Service Pack 1",951550,Microsoft XML Core Services 5.0,Information Disclosure,Important,,No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Expression Web 2,951550,Microsoft XML Core Services 5.0,Information Disclosure,Important,,No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft SharePoint Server 2007,951597,Microsoft XML Core Services 5.0,Information Disclosure,Important,MS07-042[936056],No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft Groove Server 2007,951597,Microsoft XML Core Services 5.0,Information Disclosure,Important,MS07-042[936056],No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft SharePoint Server 2007 Service Pack 1 (32-bit editions),951597,Microsoft XML Core Services 5.0,Information Disclosure,Important,,No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft SharePoint Server 2007,951597,Microsoft XML Core Services 5.0,Information Disclosure,Important,,No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-069,955218,Critical,Remote Code Execution,Vulnerabilities in Microsoft XML Core Services Could Allow Remote Code Execution,Microsoft SharePoint Server 2007 Service Pack 1 (64-bit editions),951597,Microsoft XML Core Services 5.0,Information Disclosure,Important,,No,"CVE-2007-0099,CVE-2008-4029,CVE-2008-4033"
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows 2000 Service Pack 4,957097,,Remote Code Execution,Important,MS06-030[914389],Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows XP Service Pack 2,957097,,Remote Code Execution,Important,MS06-030[914389],Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows XP Service Pack 3,957097,,Remote Code Execution,Important,,Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows XP Professional x64 Edition,957097,,Remote Code Execution,Important,,Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows XP Professional x64 Edition Service Pack 2,957097,,Remote Code Execution,Important,,Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows Server 2003 Service Pack 1,957097,,Remote Code Execution,Important,,Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows Server 2003 Service Pack 2,957097,,Remote Code Execution,Important,,Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows Server 2003 x64 Edition,957097,,Remote Code Execution,Important,,Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows Server 2003 x64 Edition Service Pack 2,957097,,Remote Code Execution,Important,,Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 1,957097,,Remote Code Execution,Important,,Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Microsoft Windows Server 2003 for Itanium-based Systems Service Pack 2,957097,,Remote Code Execution,Important,,Yes,CVE-2008-4037
11/11/2008,MS08-068,957097,Important,Remote Code Execution,Vulnerability in SMB Could Allow Remote Code,Windows Vista,957097,,Remote Code Execution,Important,,Yes,CVE-2008-4037
